record_id,survey_code,interview_date,department_code,municipality_code,urban_rural,respondent_age,respondent_sex,household_size,monthly_income_gtq
HOGAR-010511,ENHOGAR,2026-08-11,17,1717,U,84,X,6,4507.00
HOGAR-010512,ENHOGAR,2026-08-12,18,1818,R,18,NR,1,4644.00
HOGAR-010513,ENHOGAR,2026-08-13,19,1919,U,25,F,4,4781.00
HOGAR-010514,ENHOGAR,2026-08-14,20,2020,U,32,M,7,4918.00
HOGAR-010515,ENHOGAR,2026-08-15,21,2121,R,39,X,2,5055.00
HOGAR-010516,ENHOGAR,2026-08-16,22,2222,U,46,NR,5,5192.00
HOGAR-010517,ENHOGAR,2026-08-17,01,0123,U,53,F,8,5329.00
HOGAR-010518,ENHOGAR,2026-08-18,02,0224,R,60,M,3,5466.00
HOGAR-010519,ENHOGAR,2026-08-19,03,0325,U,67,X,6, 5603.00 
HOGAR-010520,ENHOGAR,2026-08-20,04,0426,U,74,NR,1,5740.00
HOGAR-010521,ENHOGAR,2026-08-21,05,0527,R,81,F,4,5877.00
HOGAR-010522,ENHOGAR,2026-08-22,06,0628,U,88,M,7,6014.00
HOGAR-010523,ENHOGAR,2026-08-23,07,0729,U,22,X,2,6151.00
HOGAR-010524,ENHOGAR,2026-08-24,08,0830,R,29,NR,5,6288.00
HOGAR-010525,ENHOGAR,2026-08-25,09,0931,U,36,F,8,6425.00
HOGAR-010526,ENHOGAR,2026-08-26,10,1032,U,43,M,3,6562.00
HOGAR-010527,ENHOGAR,2026-08-27,11,1133,R,50,X,6,6699.00
HOGAR-010528,ENHOGAR,2026-08-28,12,1234,U,57,NR,1,6836.00
HOGAR-010529,ENHOGAR,2026-08-01,13,1335,U,64,F,4,6973.00
HOGAR-010530,ENHOGAR,2026-08-02,14,1436,R,71,M,7,7110.00
HOGAR-010531,ENHOGAR,2026-08-03,15,1537,U,78,X,2,7247.00
HOGAR-010532,ENHOGAR,2026-08-04,16,1638,U,85,NR,5,7384.00
HOGAR-010533,ENHOGAR,2026-08-05,17,1739,R,19,F,8,7521.00
HOGAR-010534,ENHOGAR,2026-08-06,18,1840,U,26,M,3,7658.00
HOGAR-010535,ENHOGAR,2026-08-07,19,1941,U,33,X,6,7795.00
HOGAR-010536,ENHOGAR,2026-08-08,20,2042,R,40,NR,1,7932.00
HOGAR-010537,ENHOGAR,2026-08-09,21,2143,U,47,F,4,8069.00
HOGAR-010538,ENHOGAR,2026-08-10,22,2244,U,54,M,7,8206.00
HOGAR-010539,ENHOGAR,2026-08-11,01,0145,R,61,X,2,8343.00
HOGAR-010540,ENHOGAR,2026-08-12,02,0246,U,68,NR,5,8480.00
HOGAR-010541,ENHOGAR,2026-08-13,03,0347,U,75,F,8,1017.00
HOGAR-010542,ENHOGAR,2026-08-14,04,0448,R,82,M,3,1154.00
HOGAR-010543,ENHOGAR,2026-08-15,05,0549,U,89,X,6,1291.00
HOGAR-010544,ENHOGAR,2026-08-16,06,0650,U,23,NR,1,1428.00
HOGAR-010545,ENHOGAR,2026-08-17,07,0751,R,30,F,4,1565.00
HOGAR-010546,ENHOGAR,2026-08-18,08,0852,U,37,M,7,1702.00
HOGAR-010547,ENHOGAR,2026-08-19,09,0953,U,44,X,2,1839.00
HOGAR-010548,,2026-08-20,10,1054,R,51,NR,5,1976.00
HOGAR-010549,ENHOGAR,2026-08-21,11,1155,U,58,F,8,2113.00
HOGAR-010550,ENHOGAR,2026-08-22,12,1256,U,65,M,3,2250.00
HOGAR-010551,ENHOGAR,2026-08-23,13,1357,R,72,X,6,2387.00
HOGAR-010552,ENHOGAR,2026-08-24,14,1458,U,79,NR,1,2524.00
HOGAR-010553,ENHOGAR,2026-08-25,15,1559,U,86,F,4,2661.00
HOGAR-010554,ENHOGAR,2026-08-26,16,1660,R,20,M,7,2798.00
HOGAR-010555,ENHOGAR,2026-08-27,17,1761,U,27,X,2,2935.00
HOGAR-010556,ENHOGAR,2026-08-28,18,1862,U,34,NR,5,3072.00
HOGAR-010557,ENHOGAR,2026-08-01,19,1963,R,41,F,8,3209.00
HOGAR-010558,ENHOGAR,2026-08-02,20,2064,U,48,M,3,3346.00
HOGAR-010559,ENHOGAR,2026-08-03,21,2165,U,55,X,6,3483.00
HOGAR-010560,ENHOGAR,2026-08-04,22,2266,R,62,NR,1,3620.00
HOGAR-010561,ENHOGAR,2026-08-05,01,0167,U,69,F,4,3757.00
HOGAR-010562,ENHOGAR,2026-08-06,02,0268,U,76,M,7,3894.00
HOGAR-010563,ENHOGAR,2026-08-07,03,0369,R,83,X,2,-25.00
HOGAR-010564,ENHOGAR,2026-08-08,04,0470,U,90,NR,5,4168.00
HOGAR-010565,ENHOGAR,2026-08-09,05,0571,U,24,F,8,4305.00
HOGAR-010566,ENHOGAR,2026-08-10,06,0672,R,31,M,3,4442.00
HOGAR-010567,ENHOGAR,2026-08-11,07,0773,U,38,X,6,4579.00
HOGAR-010568,ENHOGAR,2026-08-12,08,0874,U,45,NR,1,4716.00
HOGAR-010569,ENHOGAR,2026-08-13,09,0975,R,52,F,4,4853.00
HOGAR-010570,ENHOGAR,2026-08-14,10,1076,U,59,M,7,4990.00
HOGAR-010571,ENHOGAR,2026-08-15,11,1177,U,66,X,2,5127.00
HOGAR-010572,ENHOGAR,2026-08-16,12,1278,R,73,NR,5,5264.00
HOGAR-010573,ENHOGAR,2026-08-17,13,1379,U,80,F,8,5401.00
HOGAR-010574,ENHOGAR,2026-08-18,14,1480,U,87,M,3,5538.00
HOGAR-010575,ENHOGAR,2026-08-19,15,1581,R,21,X,6,5675.00
HOGAR-010576,ENHOGAR,2026-08-20,16,1682,U,28,NR,1,5812.00
HOGAR-010577,ENHOGAR,2026-08-21,17,1783,U,35,F,4,5949.00
HOGAR-010578,ENHOGAR,2026-08-22,18,1884,R,42,M,7,6086.00
HOGAR-010579,ENHOGAR,2026-08-23,19,1985,U,49,X,2,6223.00
HOGAR-010580,ENHOGAR,2026-08-24,20,2086,U,56,NR,5,6360.00
HOGAR-010581,ENHOGAR,2026-08-25,21,2187,R,63,F,8,6497.00
HOGAR-010582,ENHOGAR,2026-08-26,22,2288,U,70,M,3,6634.00
HOGAR-010583,ENHOGAR,2026-08-27,01,0189,U,77,X,6,6771.00
HOGAR-010584,ENHOGAR,2026-08-28,02,0290,R,84,NR,1,6908.00
HOGAR-010585,ENHOGAR,2026-08-01,03,0391,U,18,F,4,7045.00
HOGAR-010586,ENHOGAR,2026-08-02,04,0492,U,25,M,7,7182.00
HOGAR-010587,ENHOGAR,2026-08-03,05,0593,R,32,X,2,7319.00
HOGAR-010588,ENHOGAR,2026-08-04,06,0694,U,39,NR,5,7456.00
HOGAR-010589,ENHOGAR,2026-08-05,07,0795,U,46,F,8,7593.00
HOGAR-010590,ENHOGAR,2026-08-06,08,0896,R,53,M,3,7730.00
HOGAR-010591,ENHOGAR,2026-08-07,09,0997,U,60,X,6,7867.00
HOGAR-010592,ENHOGAR,2026-08-08,10,1098,U,67,NR,1,8004.00
HOGAR-010593,ENHOGAR,2026-08-09,11,1199,R,74,F,4,8141.00
HOGAR-010594,ENHOGAR,2026-08-10,12,1201,U,81,M,7,8278.00
HOGAR-010595,ENHOGAR,2026-08-11,13,1302,U,88,X,2,8415.00
HOGAR-010596,ENHOGAR,2026-08-12,14,1403,R,22,NR,5,952.00
HOGAR-010597,ENHOGAR,2026-08-13,15,1504,U,29,F,8,1089.00
HOGAR-010598,ENHOGAR,2026-08-14,16,1605,U,36,M,3,1226.00
HOGAR-010599,ENHOGAR,2026-08-15,17,1706,R,43,X,6,1363.00
HOGAR-010600,ENHOGAR,2026-08-16,18,1807,U,50,NR,1,1500.00
HOGAR-010601,ENHOGAR,2026-08-17,19,1908,U,57,F,4,1637.00
HOGAR-010602,ENHOGAR,2026-08-18,20,2009,R,64,M,7,1774.00
HOGAR-010603,ENHOGAR,2026-08-19,21,2110,U,71,X,2,1911.00
HOGAR-010604,ENHOGAR,2026-08-20,22,2211,U,78,NR,5,2048.00
HOGAR-010605,ENHOGAR,2026-08-21,01,0112,R,85,F,8,2185.00
HOGAR-010606,ENHOGAR,2026-08-22,02,0213,U,19,M,3,2322.00
HOGAR-010607,ENHOGAR,2026-08-23,03,0314,U,26,X,6,2459.00
HOGAR-010608,ENHOGAR,2026-08-24,04,0415,R,33,NR,1,2596.00
HOGAR-010609,ENHOGAR,2026-08-25,05,0516,U,40,F,4,2733.00
HOGAR-010610,ENHOGAR,2026-08-26,06,0617,U,47,M,7,2870.00
HOGAR-010611,ENHOGAR,2026-08-27,07,0718,R,54,X,2,3007.00
HOGAR-010612,ENHOGAR,2026-08-28,08,0819,U,61,NR,5,3144.00
HOGAR-010613,ENHOGAR,2026-08-01,09,0920,U,68,F,8,3281.00
HOGAR-010614,ENHOGAR,2026-08-02,10,1021,R,75,M,3,3418.00
HOGAR-010615,ENHOGAR,2026-08-03,11,1122,U,82,X,6,3555.00
HOGAR-010616,ENHOGAR,2026-08-04,12,1223,U,89,NR,1,3692.00
HOGAR-010617,ENHOGAR,2026-08-05,13,1324,R,23,F,4,3829.00
HOGAR-010618,ENHOGAR,2026-08-06,14,1425,U,30,M,7,3966.00
HOGAR-010619,ENHOGAR,2026-08-07,15,1526,U,37,X,2,4103.00
HOGAR-010620,ENHOGAR,2026-08-08,16,1627,R,44,NR,5,4240.00
HOGAR-010621,ENHOGAR,2026-08-09,17,1728,U,51,F,8,4377.00
HOGAR-010622,ENHOGAR,2026-08-10,18,1829,U,58,M,3,4514.00
HOGAR-010623,ENHOGAR,2026-08-11,19,1930,R,65,X,6,4651.00
HOGAR-010624,ENHOGAR,2026-08-12,20,2031,U,72,NR,1,4788.00
HOGAR-010625,ENHOGAR,2026-08-13,21,2132,U,79,F,4,4925.00
HOGAR-010626,ENHOGAR,2026-08-14,22,2233,R,86,M,7,5062.00
HOGAR-010627,ENHOGAR,2026-08-15,01,0134,U,20,X,2,5199.00
HOGAR-010628,ENHOGAR,2026-08-16,02,0235,U,27,NR,5,5336.00
HOGAR-010629,ENHOGAR,2026-08-17,03,0336,R,34,F,8,5473.00
HOGAR-010630,ENHOGAR,2026-08-18,04,0437,U,41,M,3,5610.00
HOGAR-010631,ENHOGAR,2026-08-19,05,0538,U,48,X,6,5747.00
HOGAR-010632,ENHOGAR,2026-08-20,06,0639,R,55,NR,1,5884.00
HOGAR-010633,ENHOGAR,2026-08-21,07,0740,U,62,F,4,6021.00
HOGAR-010634,ENHOGAR,2026-08-22,08,0841,U,69,M,7,6158.00
HOGAR-010635,ENHOGAR,2026-08-23,09,0942,R,76,X,2,6295.00
HOGAR-010636,ENHOGAR,2026-08-24,10,1043,U,83,NR,5,6432.00
HOGAR-010637,ENHOGAR,2026-08-25,11,1144,U,90,F,8,6569.00
HOGAR-010638,ENHOGAR,2026-08-26,12,1245,R,24,M,3,6706.00
HOGAR-010639,ENHOGAR,2026-08-27,13,1346,U,31,X,6,6843.00
HOGAR-010640,ENHOGAR,2026-08-28,14,1447,U,38,NR,1,6980.00
HOGAR-010641,ENHOGAR,2026-08-01,15,1548,R,45,F,4,7117.00
HOGAR-010642,ENHOGAR,2026-08-02,16,1649,U,52,M,7,7254.00
HOGAR/010643,ENHOGAR,2026-08-03,17,1750,U,59,X,2,7391.00
HOGAR-010644,ENHOGAR,2026-08-04,18,1851,R,135,NR,5,7528.00
HOGAR-010645,ENHOGAR,2026-08-05,19,1952,U,73,F,8,7665.00
HOGAR-010646,ENHOGAR,2026-08-06,20,2053,U,80,M,3,7802.00
HOGAR-010647,ENHOGAR,2026-08-07,21,2154,R,87,X,6,7939.00
HOGAR-010648,ENHOGAR,2026-08-08,22,2255,U,21,NR,1,8076.00
HOGAR-010649,ENHOGAR,2026-08-09,01,0156,U,28,F,4,8213.00
HOGAR-010650,ENHOGAR,2026-08-10,02,0257,R,35,M,7,8350.00
HOGAR-010651,ENHOGAR,2026-08-11,03,0358,U,42,X,2,8487.00
HOGAR-010652,ENHOGAR,2026-08-12,04,0459,U,49,NR,5,1024.00
HOGAR-010653,ENHOGAR,2026-08-13,05,0560,R,56,F,8,1161.00
HOGAR-010654,ENHOGAR,2026-08-14,06,0661,U,63,M,3,1298.00
HOGAR-010655,ENHOGAR,2026-08-15,07,0762,U,70,X,6,1435.00
HOGAR-010656,ENHOGAR,2026-08-16,08,0863,R,77,NR,1,1572.00
HOGAR-010657,ENHOGAR,2026-08-17,09,0964,U,84,F,4,1709.00
HOGAR-010658,ENHOGAR,2026-08-18,10,1065,U,18,M,7,1846.00
HOGAR-010659,ENHOGAR,2026-08-19,11,1166,R,25,X,2,1983.00
HOGAR-010660,ENHOGAR,2026-08-20,12,1267,U,32,NR,5,2120.00
HOGAR-010661,ENHOGAR,2026-08-21,13,1368,U,39,F,8,2257.00
HOGAR-010662,ENHOGAR,2026-08-22,14,1469,R,46,M,3,2394.00
HOGAR-010663,ENHOGAR,2026-08-23,15,1570,U,53,X,6,2531.00
HOGAR-010664,ENHOGAR,2026-08-24,16,1671,U,60,NR,1,2668.00
HOGAR-010665,ENHOGAR,2026-08-25,17,1772,R,67,F,4,2805.00
HOGAR-010666,ENHOGAR,2026-08-26,18,1873,U,74,M,7,2942.00
HOGAR-010667,ENHOGAR,2026-08-27,19,1974,U,81,X,2,3079.00
HOGAR-010668,ENHOGAR,2026-08-28,20,2075,R,88,NR,5,3216.00
HOGAR-010669,ENHOGAR,2026-08-01,21,2176,U,22,F,8,3353.00
HOGAR-010670,ENHOGAR,2026-08-02,22,2277,U,29,M,3,3490.00
HOGAR-010671,ENHOGAR,2026-08-03,01,0178,R,36,X,6,3627.00
HOGAR-010672,ENHOGAR,2026-08-04,02,0279,U,43,NR,1,3764.00
HOGAR-010673,ENHOGAR,2026-08-05,03,0380,U,50,F,4,3901.00
HOGAR-010674,ENHOGAR,2026-08-06,04,0481,R,57,M,7,4038.00
HOGAR-010675,ENHOGAR,2026-08-07,05,0582,U,64,X,2,4175.00
HOGAR-010676,ENHOGAR,2026-08-08,06,0683,U,71,NR,5, 4312.00 
HOGAR-010677,ENHOGAR,2026-08-09,07,0784,R,78,F,8,4449.00
HOGAR-010678,ENHOGAR,2026-08-10,08,0885,U,85,M,3,4586.00
HOGAR-010679,ENHOGAR,2026-08-11,09,0986,U,19,X,6,4723.00
HOGAR-010680,ENHOGAR,2026-08-12,10,1087,R,26,NR,1,4860.00
HOGAR-010681,ENHOGAR,2026-08-13,11,1188,U,33,F,4,4997.00
HOGAR-010682,ENHOGAR,2026-08-14,12,1289,U,40,M,7,5134.00
HOGAR-010683,ENHOGAR,2026-08-15,13,1390,R,47,X,2,5271.00
HOGAR-010684,ENHOGAR,2026-08-16,14,1491,U,54,NR,5,5408.00
HOGAR-010685,ENHOGAR,2026-08-17,15,1592,U,61,F,8,5545.00
HOGAR-010686,ENHOGAR,2026-08-18,16,1693,R,68,M,3,5682.00
HOGAR-010687,ENHOGAR,2026-08-19,17,1794,U,75,X,6,5819.00
HOGAR-010688,ENHOGAR,2026-08-20,18,1895,U,82,NR,1,5956.00
HOGAR-010689,ENHOGAR,2026-08-21,19,1996,R,89,F,4,6093.00
HOGAR-010690,ENHOGAR,2026-08-22,20,2097,U,23,M,7,6230.00
HOGAR-010691,ENHOGAR,2026-08-23,21,2198,U,30,X,2,6367.00
HOGAR-010692,ENHOGAR,2026-08-24,22,2299,R,37,NR,5,6504.00
HOGAR-010693,ENHOGAR,2026-08-25,01,0101,U,44,F,8,6641.00
HOGAR-010694,ENHOGAR,2026-08-26,02,0202,U,51,M,3,6778.00
HOGAR-010695,ENHOGAR,2026-08-27,03,0303,R,58,X,6,6915.00
HOGAR-010696,ENHOGAR,2026-08-28,04,0404,U,65,NR,1,7052.00
HOGAR-010697,ENHOGAR,2026-08-01,05,0505,U,72,F,4,7189.00
HOGAR-010698,ENHOGAR,2026-08-02,06,0606,R,79,M,7,7326.00
HOGAR-010699,ENHOGAR,2026-08-03,07,0707,U,86,X,2,7463.00
HOGAR-010700,ENHOGAR,2026-08-04,08,0808,U,20,NR,5,7600.00
HOGAR-010701,ENHOGAR,2026-08-05,09,0909,R,27,F,8,7737.00
HOGAR-010702,ENHOGAR,2026-08-06,10,1010,U,34,M,3,7874.00
HOGAR-010703,ENHOGAR,2026-08-07,11,1111,U,41,X,6,8011.00
HOGAR-010704,ENHOGAR,2026-08-08,12,1212,R,48,NR,1,8148.00
HOGAR-010705,ENHOGAR,2026-08-09,13,1313,U,55,F,4,8285.00
HOGAR-010706,ENHOGAR,2026-08-10,14,1414,U,62,M,7,8422.00
HOGAR-010707,ENHOGAR,2026-08-11,15,1515,R,69,X,2,959.00
HOGAR-010708,ENHOGAR,2026-08-12,16,1616,U,76,NR,5,1096.00
HOGAR-010709,ENHOGAR,2026-08-13,17,1717,U,83,F,8,1233.00
HOGAR-010710,ENHOGAR,2026-08-14,18,1818,R,90,M,3,1370.00
HOGAR-010711,ENHOGAR,2026-08-15,19,1919,U,24,X,6,1507.00
HOGAR-010712,ENHOGAR,2026-08-16,20,2020,U,31,NR,1,1644.00
HOGAR-010713,ENHOGAR,2026-08-17,21,2121,R,38,F,4,1781.00
HOGAR-010714,ENHOGAR,2026-08-18,22,2222,U,45,M,7,1918.00
HOGAR-010715,ENHOGAR,2026-08-19,01,0123,U,52,X,2,2055.00
HOGAR-010716,ENHOGAR,2026-08-20,02,0224,R,59,NR,5,2192.00
HOGAR-010717,ENHOGAR,2026-08-21,03,0325,U,66,F,8,2329.00
HOGAR-010718,ENHOGAR,2026-08-22,04,0426,U,73,M,3,2466.00
HOGAR-010719,ENHOGAR,2026-08-23,05,0527,R,80,X,6,2603.00
HOGAR-010720,ENHOGAR,2026-08-24,06,0628,U,87,NR,1,2740.00
HOGAR-010721,ENHOGAR,2026-08-25,07,0729,U,21,F,4,2877.00
HOGAR-010722,ENHOGAR,2026-08-26,08,0830,R,28,M,7,3014.00
HOGAR-010723,ENHOGAR,2026-08-27,09,0931,U,35,X,2,3151.00
HOGAR-010724,ENHOGAR,2026-08-28,10,1032,U,42,NR,5,3288.00
HOGAR-010725,ENHOGAR,2026-08-01,11,1133,R,49,F,8,3425.00
HOGAR-010726,ENHOGAR,2026-08-02,12,1234,U,56,M,3,3562.00
HOGAR-010727,ENHOGAR,2026-08-03,13,1335,U,63,X,6,3699.00
HOGAR-010728,ENHOGAR,2026-08-04,14,1436,R,70,NR,1,3836.00
HOGAR-010729,ENHOGAR,2026-08-05,15,1537,U,77,F,4,3973.00
HOGAR-010730,ENHOGAR,2026-08-06,16,1638,U,84,M,7,4110.00
HOGAR-010731,ENHOGAR,2026-08-07,17,1739,R,18,X,2,4247.00
HOGAR-010732,ENHOGAR,2026-08-08,18,1840,U,25,NR,5,4384.00
HOGAR-010733,ENHOGAR,2026-08-09,19,1941,U,32,F,8,4521.00
HOGAR-010734,ENHOGAR,2026-08-10,20,2042,R,39,M,3,4658.00
HOGAR-010735,ENHOGAR,2026-08-11,21,2143,U,46,X,6,4795.00
HOGAR-010736,ENHOGAR,2026-08-12,22,2244,U,53,NR,1,4932.00
HOGAR-010737,ENHOGAR,2026-08-13,01,0145,R,60,F,4,5069.00
HOGAR-010738,ENHOGAR,2026-08-14,02,0246,U,67,M,7,5206.00
HOGAR-010739,ENHOGAR,2026-08-15,03,0347,U,74,X,2,5343.00
HOGAR-010740,ENHOGAR,2026-08-16,04,0448,R,81,NR,5,5480.00
HOGAR-010741,ENHOGAR,2026-08-17,05,0549,U,88,F,8,5617.00
HOGAR-010742,ENHOGAR,2026-08-18,06,0650,U,22,M,3,5754.00
HOGAR-010743,ENHOGAR,2026-08-19,07,0751,R,29,X,6,5891.00
HOGAR-010744,ENHOGAR,2026-08-20,08,0852,U,36,NR,1,6028.00
HOGAR-010745,ENHOGAR,2026-08-21,09,0953,U,43,F,4,6165.00
HOGAR-010746,ENHOGAR,2026-08-22,10,1054,R,50,M,7,6302.00
HOGAR-010747,ENHOGAR,2026-08-23,11,1155,U,57,X,2,6439.00
HOGAR-010748,ENHOGAR,2026-08-24,12,1256,U,64,NR,5,6576.00
HOGAR-010749,ENHOGAR,2026-08-25,13,1357,R,71,F,8,6713.00
HOGAR-010750,ENHOGAR,2026-08-26,14,1458,U,78,M,3,6850.00
HOGAR-010751,ENHOGAR,2026-08-27,15,1559,U,85,X,6,6987.00
HOGAR-010752,ENHOGAR,2026-08-28,16,1660,R,19,NR,1,7124.00
HOGAR-010753,ENHOGAR,2026-08-01,17,1761,U,26,F,4,7261.00
HOGAR-010754,ENHOGAR,2026-08-02,18,1862,U,33,M,7,7398.00
HOGAR-010755,ENHOGAR,2026-08-03,19,1963,R,40,X,2,7535.00
HOGAR-010756,ENHOGAR,2026-08-04,20,2064,U,47,NR,5,7672.00
HOGAR-010757,ENHOGAR,2026-08-05,21,2165,U,54,F,8,7809.00
HOGAR-010758,ENHOGAR,2026-08-06,22,2266,R,61,M,3,7946.00
HOGAR-010759,ENHOGAR,2026-08-07,01,0167,U,68,X,6,8083.00
HOGAR-010760,ENHOGAR,2026-08-08,02,0268,U,75,NR,1,8220.00
HOGAR-010761,ENHOGAR,2026-08-09,03,0369,R,82,F,4,8357.00
HOGAR-010762,ENHOGAR,2026-08-10,04,0470,U,89,M,7,8494.00
HOGAR-010763,ENHOGAR,2026-08-11,05,0571,U,23,X,2,1031.00
HOGAR-010764,ENHOGAR,2026-08-12,06,0672,R,30,NR,5,1168.00
HOGAR-010765,ENHOGAR,2026-08-13,07,0773,U,37,F,8,1305.00
HOGAR-010766,ENHOGAR,2026-08-14,08,0874,U,44,M,3,1442.00
HOGAR-010767,ENHOGAR,2026-08-15,09,0975,R,51,X,6,1579.00
HOGAR-010768,ENHOGAR,2026-08-16,10,1076,U,58,NR,1,1716.00
HOGAR-010769,ENHOGAR,2026-08-17,11,1177,U,65,F,4,1853.00
HOGAR-010770,ENHOGAR,2026-08-18,12,1278,R,72,M,7,1990.00
HOGAR-010771,ENHOGAR,2026-08-19,13,1379,U,79,X,2,2127.00
HOGAR-010772,ENHOGAR,2026-08-20,14,1480,U,86,NR,5,2264.00
HOGAR-010773,ENHOGAR,2026-08-21,15,1581,R,20,F,8,2401.00
HOGAR-010774,ENHOGAR,2026-08-22,16,1682,U,27,M,3,2538.00
HOGAR-010775,ENHOGAR,2026-08-23,17,1783,U,34,X,6,2675.00
HOGAR-010776,ENHOGAR,2026-08-24,18,1884,R,41,NR,1,2812.00
HOGAR-010777,ENHOGAR,2026-08-25,19,1985,U,48,F,4,2949.00
HOGAR-010778,ENHOGAR,2026-08-26,20,2086,U,55,M,7,3086.00
HOGAR-010779,ENHOGAR,2026-08-27,21,2187,R,62,X,2,3223.00
HOGAR-010780,ENHOGAR,2026-08-28,22,2288,U,69,NR,5,3360.00
HOGAR-010781,ENHOGAR,2026-08-01,01,0189,U,76,F,8,3497.00
HOGAR-010782,ENHOGAR,2026-08-02,02,0290,R,83,M,3,3634.00
HOGAR-010783,ENHOGAR,2026-08-03,03,0391,U,90,X,6,3771.00
HOGAR-010784,ENHOGAR,2026-08-04,04,0492,U,24,NR,1,3908.00
HOGAR-010785,ENHOGAR,2026-08-05,05,0593,R,31,F,4,4045.00
HOGAR-010786,ENHOGAR,2026-08-06,06,0694,U,38,M,7,4182.00
HOGAR-010787,ENHOGAR,2026-08-07,07,0795,U,45,X,2,4319.00
HOGAR-010788,ENHOGAR,2026-08-08,08,0896,R,52,NR,5,4456.00
HOGAR-010789,ENHOGAR,2026-08-09,09,0997,U,59,F,8,4593.00
HOGAR-010790,ENHOGAR,2026-08-10,10,1098,U,66,M,3,4730.00
HOGAR-010791,ENHOGAR,2026-08-11,11,1199,R,73,X,6,4867.00
HOGAR-010792,ENHOGAR,2026-08-12,12,1201,U,80,NR,1,5004.00
HOGAR-010793,ENHOGAR,2026-08-13,13,1302,U,87,F,4,5141.00
HOGAR-010794,ENHOGAR,2026-08-14,14,1403,R,21,M,7,5278.00
HOGAR-010795,ENHOGAR,2026-08-15,15,1504,U,28,X,2,5415.00
HOGAR-010796,ENHOGAR,2026-08-16,16,1605,U,35,NR,5,5552.00
HOGAR-010797,ENHOGAR,2026-08-17,17,1706,R,42,F,8,5689.00
HOGAR-010798,ENHOGAR,2026-08-18,18,1807,U,49,M,3,5826.00
HOGAR-010799,ENHOGAR,2026-08-19,19,1908,U,56,X,6,5963.00
HOGAR-010800,ENHOGAR,2026-08-20,20,2009,R,63,NR,1,6100.00
HOGAR-010801,ENHOGAR,2026-08-21,21,2110,U,70,F,4,6237.00
HOGAR-010802,ENHOGAR,2026-08-22,22,2211,U,77,M,7,6374.00
HOGAR-010803,ENHOGAR,2026-08-23,01,0112,R,84,X,2,6511.00
HOGAR-010804,ENHOGAR,2026-08-24,02,0213,U,18,NR,5,6648.00
HOGAR-010805,ENHOGAR,2026-08-25,03,0314,U,25,F,8,6785.00
HOGAR-010806,ENHOGAR,2026-08-26,04,0415,R,32,M,3,6922.00
HOGAR-010807,ENHOGAR,2026-08-27,05,0516,U,39,X,6,7059.00
HOGAR-010808,ENHOGAR,2026-08-28,06,0617,U,46,NR,1,7196.00
HOGAR-010809,ENHOGAR,2026-08-01,07,0718,R,53,F,4,7333.00
HOGAR-010810,ENHOGAR,2026-08-02,08,0819,U,60,M,7,7470.00
HOGAR-010811,ENHOGAR,2026-08-03,09,0920,U,67,X,2,7607.00
HOGAR-010812,ENHOGAR,2026-08-04,10,1021,R,74,NR,5,7744.00
HOGAR-010813,ENHOGAR,2026-08-05,11,1122,U,81,F,8,7881.00
HOGAR-010814,ENHOGAR,2026-08-06,12,1223,U,88,M,3,8018.00
HOGAR-010815,ENHOGAR,2026-08-07,13,1324,R,22,X,6,8155.00
HOGAR-010816,ENHOGAR,2026-08-08,14,1425,U,29,NR,1,8292.00
HOGAR-010817,ENHOGAR,2026-08-09,15,1526,U,36,F,4,8429.00
HOGAR-010818,ENHOGAR,2026-08-10,16,1627,R,43,M,7,966.00
HOGAR-010819,ENHOGAR,2026-08-11,17,1728,U,50,X,2,1103.00
HOGAR-010820,ENHOGAR,2026-08-12,18,1829,U,57,NR,5,1240.00
HOGAR-010821,ENHOGAR,2026-08-13,19,1930,R,64,F,8,1377.00
HOGAR-010822,ENHOGAR,2026-08-14,20,2031,U,71,M,3,1514.00
HOGAR-010823,ENHOGAR,2026-08-15,21,2132,U,78,X,6,1651.00
HOGAR-010824,ENHOGAR,2026-08-16,22,2233,R,85,NR,1,1788.00
HOGAR-010825,ENHOGAR,2026-08-17,01,0134,U,19,F,4,1925.00
HOGAR-010826,ENHOGAR,2026-08-18,02,0235,U,26,M,7,2062.00
HOGAR-010827,ENHOGAR,2026-08-19,03,0336,R,33,X,2,2199.00
HOGAR-010828,ENHOGAR,2026-08-20,04,0437,U,40,NR,5,2336.00
HOGAR-010829,ENHOGAR,2026-08-21,05,0538,U,47,F,8,2473.00
HOGAR-010830,ENHOGAR,2026-08-22,06,0639,R,54,M,3,2610.00
HOGAR-010831,ENHOGAR,2026-08-23,07,0740,U,61,X,6,2747.00
HOGAR-010832,ENHOGAR,2026-08-24,08,0841,U,68,NR,1,2884.00
HOGAR-010833,ENHOGAR,2026-08-25,09,0942,R,75,F,4, 3021.00 
HOGAR-010834,ENHOGAR,2026-08-26,10,1043,U,82,M,7,3158.00
HOGAR-010835,ENHOGAR,2026-08-27,11,1144,U,89,X,2,3295.00
HOGAR-010836,ENHOGAR,2026-08-28,12,1245,R,23,NR,5,3432.00
HOGAR-010837,ENHOGAR,2026-08-01,13,1346,U,30,F,8,3569.00
HOGAR-010838,ENHOGAR,2026-08-02,14,1447,U,37,M,3,3706.00
HOGAR-010839,ENHOGAR,2026-08-03,15,1548,R,44,X,6,3843.00
HOGAR-010840,ENHOGAR,2026-08-04,16,1649,U,51,NR,1,3980.00
